id,concepts
W3112807829,"['microstructure evolution', 'tensile properties', 'microstructure', 'tensile', 'selective laser melting', 'laser melting', 'heat treatment', 't16al4v alloy', 'industrial application', 'selective laser melting sampling', 'slm', 'micro/nanoscale and athermal phases', 'micro/nanoscale phase', 'athermal phase', 'columnar grain equiaxial transformation', 'equiaxial transformation', 'ductility', 'microstructure evolution optimization', 'tensile properties optimization']"
W3117096936,"['preparation', 'microstructure', 'tensile properties', 'two dimensional mxene reinforcement', 'two dimensional reinforcement', 'mxene', 'reinforcement', 'cu matrix composites', 'matrix composites', 'particle reinforcement', 'high energy ball milling', 'ball milling', 'hot pressing sintering', 'sintering', 'microstructure evolution', 'mxene-cu composite powders', 'powder', 'cold welding', 'plastic deformation', 'xrd', 'tem', 'tensile test', 'uts', 'elongation', 'ball milling time', 'maximum uts', 'plastic fracture', 'brittle fracture', 'axial compression', 'tensile test', 'fracture surface analysis']"
W3125140630,"['plastic deformation mechanism', 'plastic deformation', 'magnesium alloy', 'az31', 'commercial cast magnesium alloy', 'cast magnesium alloy', 'cryogenic deformation', 'twins', 'dislocations', 'flow stress', 'plastic strain', 'strain hardening', 'electron backscatter diffraction', 'diffraction', 'ebsd', 'quasi-in-situ diffraction', 'geometrically necessary dislocation density', 'gnd', 'grain boundary', 'flow stress', 'strain hardening rate', 'strain to failure', 'twins fraction', 'finer twins', 'twins-twins interactions', 'hardening effect', 'dislocation density hardening', 'twin boundary hardening']"
W3125598593,"['precipitate strengthening', 'pyramidal slip', 'slip', 'mgzn alloy', 'single crystal', 'micropillar compression', 'micropillar', 'compression', 'basal slip', 'pillar compression', 'mechanical property', 'micropillar compression', 'pillar', 'pyramidal dislocation', 'dislocation', 'oworan loop', 'oworan', 'homogeneous deformation', 'deformation', 'yield stress', 'oworan model', 'plastic anisotropy', 'anisotropy']"
W3128729448,"['carbide', 'tensile property', 'work-hardening behavior', 'annealed h13 die steel', 'h13 die steel', 'yttrium content', 'micro-alloying', 'rare-earth yttrium', 'fracture behavior', 'work-hardening ability', 'h13 die steel', 'strip-typed cr23c6 carbide', 'cr23c6 carbide', 'carbide distribution', 'grain boundary', 'spherical vc carbide', 'vc carbide', 'higher-density dislocation', 'dislocation', 'precipitate interaction', 'cleavage failure', 'ductile rupture', 'ductile', 'cleavage', 'inclusion cluster in dimple', 'dimple', 'fracture behavior']"
W3129088604,"['heat treatment', 'mechanical property', 'high solute alzngm alloy', 'laser powder bed fusion process', 'laser powder bed fusion', 'powder bed fusion', 'artificial ageing', 'precipitate formation', 'mg rich precipitate', 'zn rich precipitate', 'laser powder bed fusion process', 'alzngm system', 'high strength alloy', 'artificial ageing strengthening', 'precipitate formation strengthening', 'mg zn precipitate', 'zn precipitate', 'al2 precipitate', 'microstructure-strength relationship', 'second phase particle', 'additive manufacturing', 'high strength al-alloys']"
W3130476349,"['flow behavior', 'flow deformation', 'cryogenic forming', 'high-strength aluminum alloy', 'aluminum alloy', 'wq-tempered alloy', 'wq-tempering', 'water quenching', 'microstructure evolution', 'uniaxial tension test', 'tension test', 'ductility', 'strain rate', 'serrated flow', 'dynamic strain aging', 'smooth flow curve', 'plastic strain', 'grain rotation', 'fiber texture', 'work hardening rate', 'local necking', 'suppression', 'ductility improvement']"
W3131456290,"['enhanced creep property', 'creep property', 'y2o3 addition', 'creep behavior', 'ti-48al-2cr-2nb alloy', 'ti-48al-2cr-2nb', 'creep test', '275-325mpa', 'titanium aluminide', 'tial', 'y2o3', 'creep rupture life', 'creep rate', 'dislocation climb mechanism', 'dislocation climb', 'lamellar structure', 'second phase', 'microstructure instability', 'microstructure', 'recrystallization', 'phase precipitation', 'b2 phase precipitation', 'cracks and cavities', 'fracture strain']"
W3132826235,"['microstructure', 'heat treatment', 'mechanical property', 'tib2/al7sicuhmg alloy', 'aluminium alloy', 'selective laser melting', 'slm', 'nano-tiib2 decorated al7sicuhmg', 'nano-tiib2', 'equiaxed grain structure', 'eutectic si cell', 'dislocation tangle', 'cell structure', 'grain growth', 't6 treatment', 'tensile strength', 'ductility', 'precipitation hardening effect', 'preecipitation hardening', 'microstructure development', 'mechanical property development']"
W3134676160,"['mechanical behaviour', 'microstructure', 'low magnetic steel', 'room temperature', 'cryogenic temperature', 'stress-strain curve', 'strain hardening rate curve', 'tensile test', 'yield strength', 'tensile strength', 'elongation', 'deformation twin', 'deformation-induced martensite effect', 'martensite effect', 'twining-induced plasticity', 'plasticity', 'work hardening rate', 'ductile fracture', 'dislocation slipping', 'microband', 'dislocation cross slipping', 'deformation mechanism', 'low temperature deformation', 'work hardening rate', 'austenitic structure', 'low magnetic property']"
W3134695471,"['grain size', 'low-cycle fatigue behavior', 'low-cycle fatigue', 'carbon-containing high-entropy alloy', 'carbon-containing alloy', 'high-entropy alloy', 'tensile deformation behavior', 'cyclic deformation behavior', 'deformation behavior', 'mechanical twin', 'strain-hardening behavior', 'strength', 'low-cycle fatigue life', 'fatigue life', 'imposed plastic strain amplitude', 'plastic strain amplitude', 'carbon-containing cantor', 'thermomechanical treatment', 'thermomechanical', 'microstructure', 'precipitation of coarse carbides', 'coarse carbides', 'stress concentration', 'fatigue life']"
W3139115270,"['al alloying', 'microstructure', 'mechanical property', 'vcwn medium entropy alloy', 'fcc-structured medium entropy alloy', 'ductility', 'strength', 'engineering application', 'thermomechanical treatment', 'microstructure evolution', 'multiple-phase structure', 'thermomechanical treatment', 'refined heterogeneous microstructure', 'nano-scaled precipitate', 'yield strength', 'ultimate tensile strength', 'tensile', 'dislocation strengthening', 'solid solution strengthening', 'precipitation strengthening', 'ductility', 'morphology', 'volume fraction']"
W3148926012,"['lightweight zr1.2v0.8nbtial high-entropy alloy', 'high-entropy alloy', 'lightweight alloy', 'tensile strength', 'ductility', 'complex precipitate', 'lightweight lhea', 'lhea', 'b2 and c14 laves precipitates', 'b2 and c14 laves', 'precipitates', 'mechanical property', 'deformability', 'tensile yield strength', 'tensility', 'solid solution strengthening', 'chemical short-range order strengthening', 'short-range order strengthening', 'phase stability', 'precipitation suppression', 'novel lightweight alloy development', 'lightweight alloy development']"
W3152338637,"['material modeling', 'titanium alloy', 'laser powder bed fusion', 'laser powder bed fusion of metals', 'powder bed fusion', 'macro-scale process simulation', 'process simulation', 'length scale', 'laser spot', 'parts dimension', 'computational study', 'material model', 'thermo-mechanical process simulation', 'macro-scale simulation', 'part-scale simulation']"
W3158124692,"['strain-rate dependency', 'impact dynamics', 'closed-cell aluminium foam', 'closed-cell foam', 'aluminium foam', 'foam', 'deformation mechanism', 'low-velocity impact loading', 'instrumented drop-weight impact experiment', 'drop-weight impact experiment', 'finite element modelling', 'finite element', 'x-ray micro-computed tomography', 'x-ray', 'computed tomography', 'ct', 'foam geometry', 'deformation mechanism', 'stress contour', 'plastic strain contour', 'rate-dependent material property', 'dynamic impact experiment', 'inertia effect', 'low-velocity impact']"
W3158467869,"['strong and ductile thin sheet', 'ductile thin sheet', 'nano precipitates', 'pre-induced dislocation', 'thin sheet', 'mgznzr alloy', 'mgznzr', 'fiber basal texture', 'small fraction of grains', 'c-axes//td', 'deformation', 'twinning', '<c+a> dislocations', 'accommodation of strain', 'high yield strength', 'yield strength', 'ultimate tensile strength', 'tensile strength', 'fracture to elongation', 'elongation']"
W3162543464,"['superplasticity', 'mechanical property', 'almgs alloy', 'eutectic-forming ni and fe', 'dispersoid-forming sc and zr', 'sc and zr', 'microstructural evolution', 'superplastic blow-forming technology', 'blow-forming', 'complex-shape part', 'aa6013-type alloy', 'x-ray diffraction', 'scanning electron microscopy', 'transmission electron microscopy', 'microstructural characterization', 'thermomechanical treatment', 'coherent dispersoid', 'equiaxed coarse particle', 'particle-stimulated nucleation', 'nucleation', 'strain rate limit', 'elongation-to-failure', 'age-hardening heat treatment', 'yield strength', 'ultimate tensile strength', 'tensile', 'strain rate', 'particle-stimulated nucleation', 'nucleation', 'al9feni phase', 'mg2si phase', 'particle-stimulated nucleation effect', 'psn effect']"
W3164105805,"['strain hardening behavior', 'ductile mgyb based alloy', 'ductile alloy', 'strain hardening exponent', 'high-formable mg alloy', 'formability', 'tensile mode strain hardening stage', 'tensile mode', 'strain hardening stage', 'effective slip length', 'twin boundary', 'hardness of twinned regions', 'dislocation-stacking fault interaction', 'dropping strain hardening rate', 'sessile dislocation structure', 'stacking fault energy', 'twins', 'stacking faults', 'alloying effect', 'stacking fault energy decrease']"
W3166319272,"['strengthening mechanism', 'refractory high entropy alloy', 'refractory alloy', 'entropy alloy', 'cast crmonbtiw refractory high entropy alloy', 'refractory alloy', 'strain rate deformation', 'deformation', 'temperature range', 'varvenne solid solution strengthening model', 'solid solution strengthening', 'varvenne', 'yield strength', 'shear modulus', 'poisson ratio', 'maresca model', 'elastic constant']"
W3166558040,"['strain rate dependent dislocation behavior', 'dislocation behavior', 'carbon nanotube', 'carbon nanotubes', 'aluminum composite', 'aluminum', 'grain interior/grain boundary affected zone', 'grain interior', 'grain boundary', 'affected zone', 'mechanical behavior', 'metal matrix composite', 'strain rate', 'dislocation accommodation', 'geometrically necessary dislocation', 'statistically stored dislocation', 'in-situ tracking', 'strain distribution', 'computational simulation', 'crystal plasticity finite element modelling', 'fem', 'deformation mechanism', 'nanocarbon structure', 'metal matrix composite reinforced with nanocarbon structures', 'carbon nanotube reinforcement']"
W3167835040,"['modified johnson-cook model', 'johnson-cook model', 'aluminum alloy 6016-t6 sheets', 'dynamic strain rate', 'dynamical constitutive model', 'numerical analysis', 'dynamic impact', 'uniaxial tension test', 'flow property', 'strain rate hardening coefficient', 'strain rate', 'archetype johnson-cook equation', 'johnson-cook equation', 'finite element simulation', 'abaqus/explicit', 'vumat subroutine', 'plastic deformation']"
W3169896780,"['geometry effect', 'location effect', 'direction effect', 'microstructure', 'mechanical property', '155 ph stainless steel', 'stainless steel', 'directed energy deposition', 'ded', 'additive manufacturing', 'microstructure investigation', 'mechanical property investigation', 'deposition cuboid', 'deposition wall', 'thermal history', 'finite element simulation', 'finite element', 'mesh simulation', 'polygon mesh', 'computer simulation', 'retained austenite', 'austenite', 'texture', 'grain structure', 'post-heat treatment', 'thermal history during ded processing']"
