id,concepts
W2637391123,"['mechanical property', 'wear behavior', 'extremely low temperature', 'ar-6ni austenitic steel', 'tensile strength', 'plastic behavior', 'cr16ni6 steel', 'yield strength', 'tensile strength', 'microstructure observation', 'scanning electron microscopy', 'microscopy', 'x-ray diffraction', 'x-ray', 'diffraction', 'face-centered-cubic structure', 'fcc structure', 'tangent phase transformation', 'martensitie', 'matrix grain deformation', 'dislocation cell', 'dislocation network', 'twin-structure formation', 'twin-structure', 'lattice plane', 'friction coefficient', 'graphite material', 'cryogenic temperature', 'lubricity']"
W2637649715,"['pore structure analysis', 'large size gasar cuingot', 'gasar cuingot', 'bridgman method', 'cost saving', 'productivity improvement', 'structural quality', 'bridgman', 'high quality gasar metal ingot', 'gasar metal ingot', 'image analyzing software', 'image analysis', 'pore aspect ratio', 'penetrative porosity', 'penetrative pore area', 'penetrative pore', 'pore diameter', 'pore length', 'pore aspect ratio', 'straight and round pore', 'micro-channel heat sink']"
W2638632321,"['annealing effect', 'ferroelectric property', 'optical property', 'electrically controlled light scattering property', 'light scattering property', 'plzt transparent ceramic', 'hot-press sintering technique', 'x-ray diffraction pattern', 'xrd', 'scanning electron microscope', 'sem', 'microstructure', 'ferroelectric hysteresis loop', 'squareness', 'anti-ferroelectric phase', 'pr', 'ec', 'transmittance', 'contrast ratio', 'electrically controlled light scattering', 'light scattering']"
W2638820379,"['deformation temperature', 'texture evolution', 'tlm titanium alloy', 'titanium alloy', 'hot compression', 'xrd examination', 'xrd', 'phase', 'orientation distribution function', 'fibres', 'cold compression', 'texture changes', '{111}<110>', '{111}<112>', 'deformation temperature', 'texture component']"
W2640146390,"['viscosity', 'structure', 'kdp aqueous solution', 'kdp', 'aqueous solution', 'ionic strength', 'temperature', 'viscosity formula', 'x-ray diffraction analysis', 'x-ray diffraction', 'diffraction spectrum', 'molecular structure', 'crystals', 'water molecule', 'internal structure', 'kdp solution']"
W2640395932,"['dielectric behavior', 'barium titanate/carbon fibers composites', 'carbon fibers', 'conductor-insulator composites', 'high dielectric constant', 'metal polymers', 'metal ceramics', 'solid state reaction process', 'carbon fibers contents', 'high-aspect-ratio', 'conducting network', 'densification', 'microstructure', 'ceramics', 'dielectric permittivity', 'dielectric loss', 'ac conductivity', 'percolation theory', 'conductivity properties']"
W2641328102,"['fully biodegradable film', 'natural polyphenol', 'poly3-hydroxybutyrate', '3-hydroxyvalerate', 'food packaging', 'packaging', 'solution casting', 'fatty acid', 'tannic acid', 'hydrophobicity', 'mechanical behavior', 'crystallization behavior', 'thermal property', 'uniaxial tensile mechanical testing', 'tensile mechanical testing', 'differential scanning calorimeter', 'calorimeter', 'polarizing optical microscope', 'microscope', 'wide angle x-ray diffractometry', 'x-ray diffractometry', 'x-ray']"
W2641545629,"['draw ratio', 'microstructure', 'silk fibroin', 'graphene oxide', 'hybrid fiber', 'artificial silk', 'dry spun fiber', 'regenerated silk fibroin', 'rsgf', 'fourier transform infrared spectroscopy', 'ft-ir', 'synchrotron radiation wide-angle x-ray diffraction', 'x-ray diffraction', 'x-ray', 'raman spectroscopy', 'mechanical testing', 'draw ratio effect', 'microstructure evolution', 'mechanical property', 'artificial fiber', 'sheet content', 'disorder degree', 'modulus', 'breaking strength', 'breaking energy', 'structure-property relationship', 'composite fiber']"
W2642350565,"['processability', 'thermal property', 'polyphenylene sulfide', 'graphene nanoplatelets', 'nanocomposite', 'fibers', 'functionalized graphene nanoplatelets', 'graphene nanoplatelets', 'friedel-crafts reaction', 'in-situ grafting polymerization', 'in-situ polymerization', 'nanocomposite materials', 'spinnability', 'inorganic filler', 'non-isothermal crystallization property', 'crystallization property', 'thermal resistance', 'thermal stability']"
W2643009884,"['microstructure', 'properties', 'csh/pce nanocomposite', 'nanocomposite', 'calcium-silicate hydrated nanocomposite', 'calcium-silicate hydrated', 'nanocomposite formation', 'tpeg-polycarboxylate copolymer', 'pce copolymer', 'copolymer', 'na2siO39h2O', 'caNO324h2O', 'pce solution', 'early strength of mortar', 'mortar', 'x-ray diffraction', 'x-ray', 'diffraction', 'semi-crystalline composition', 'x-ray diffraction investigation', 'x-ray investigation', 'pce polymer adhesion', 'polymer adhesion', 'csh particle surface adhesion', 'csh particle surface', 'surface adhesion', 'early strength enhancement', 'nucleation barrier lowering', 'nucleation', 'grain growth inhibition', 'grain growth']"
