id,concepts
W2027804487,"['annealing', 'elastoplastic response', 'viscoelastic response', 'isotactic polypropylene', 'polypropylene', 'tensile test', 'tensility', 'strain rate', 'thermal treatment', 'creep test', 'subyield region', 'deformation', 'tensile relaxation test', 'non-annealed specimen', 'equivalent transient network', 'meso-region', 'activation energy', 'sliding junction', 'meso-domain', 'macro-deformation', 'detachment', 'attachment', 'dangling chain', 'isothermal deformation', 'stress-strain relation', 'thermodynamic law']"
W2027875051,"['three dimensional analysis', 'fracture surface', 'fracture study', 'nanostructured titanium', 'fracture behavior', 'coarse-grained titanium', 'nanostructured commercially pure ti', 'ti', 'digital elevation model', 'fracture surface analysis', 'automatic fracture surface analysis system', 'quantitative fracture surface analysis', 'dimple height', 'crack tip opening displacement', 'crack opening angle', 'energy required for formation of dimple structure', 'dimple structure', 'fracture toughness', 'crack growth resistance', 'deformation mechanism', 'plastic deformation', 'three-dimensional analysis', 'fracture studies']"
W2027921675,"['viscoplastic plastic modelling', 'plastic modelling', 'in792', 'metallic material', 'viscous manner', 'strain rate dependence', 'stress relaxation', 'creep deformation', 'low temperature', 'strain rate independent', 'no relaxation effect', 'intermediate region', 'power-law viscoplastic model', 'power-law', 'stress-space', 'elastic-viscoplastic', 'plastic yield surface', 'model parameters', 'creep test', 'tailored step relaxation tests', 'step relaxation tests', 'long-term creep data']"
W2029880781,"['molecular dynamic method', 'molecular dynamic', 'skutterudite', 'cosb3', 'thermoelectric material', 'binary skutterudite compound', 'morse potential energy function', 'atomic interaction', 'mechanical property', 'coco atom pair', 'sbs atom pair', 'co sb atom pair', 'molecular dynamic simulation', 'molecular simulation', 'uniaxial tensile simulation', 'tensile simulation', 'bulk model', 'conventional molecular dynamic algorithm', 'molecular dynamic algorithm', 'elastic deformation', 'ultimate stress', 'brittle fracture', 'fracture']"
W2029894359,"['interatomic potential', 'dilute solid-solution alloy', 'solid-solution alloy', 'single crystal dislocation nucleation', 'dislocation nucleation', 'interatomic potential', 'copper-antimony', 'antimony', 'low sb concentration solid-solution alloy', 'lenard-jones pair formulation', 'lenard-jones', 'cu-sb heat of solution', 'heat of solution', 'strain field', 'impurity dopant atom', 'dopant atom', 'embedded-atom method potential', 'embedded-atom method', 'eam potential', 'host copper', 'copper', 'strain field around dopant atom', 'dopant atom', 'molecular dynamics simulation', 'plastic deformation behavior', 'plastic deformation', 'dopant atom strain field', 'classical theory of elasticity', 'elasticity']"
W2031104178,"['crystal orientation', 'bending size effect', 'single crystal beam', 'single crystal', 'beam', 'hayashi et al.', 'non-local crystal plasticity model', 'non-local crystal', 'crystal plasticity', 'statistically stored dislocation', 'geometrically necessary dislocation', 'strain hardening', 'kinematic hardening', 'accumulation', 'slip system', 'spring back size effect', 'micro-bending operation']"
W2031487464,"['finite element micromechanical analysis', 'finite element analysis', 'micromechanical analysis', 'deformation', 'stress state', 'damage evolution', 'fiber-reinforced metal matrix composite', 'metal matrix', 'ductile damage evolution', 'internal state variable plasticity-damage model', 'plasticity-damage model', 'finite element code', 'fiber property', 'boron fiber', 'metal matrix', '99% pure aluminum', 'aluminum', 'fiber arrangement', 'interphase stiffness', 'damage evolution', 'transverse macroscopic behavior', 'element failure', 'void growth', 'stress triaxiality', 'fiber square array', 'strengthening effect', 'weak interphase', 'damage evolution analysis']"
W2031545509,"['multi-axial stress state', 'multi-axial stress', 'stress state', 'creep behavior', 'stress rupture life', 'ni-based ds superalloy', 'ds superalloy', 'net section stress level', 'net section', 'stress concentration factor', 'kt', 'notch shape', 'plate thickness', 'sample shape', 'creep behavior', 'creep strain', 'creep damage', 'monkman-grant relationship', 'monkman-grant', 'stress rupture life prediction']"
W2031952107,"['thermal behavior', 'molecular simulation', 'liquid crystalline polymer', 'liquid crystalline', 'pentamethylenic spacer', 'aromatic polyether', 'phase transfer catalysis', 'phase transfer', 'bisphenol', '1,5-dichoropentane', 'dichoropentane', 'bisphenol a', 'molecular simulation', 'thermogravimetric analysis', 'cerius2', 'hyperchem', 'inter-chain interaction', 'polar surface', 'chain conformation', 'isotropisation temperature', 'weight loss']"
W2032230233,"['calculated potential', 'water enhanced crack growth', 'silicon', 'ab initio molecular orbital calculation', 'molecular orbital calculation', 'model molecule', 'si8h17oh', 'crack wall species', 'crack-tip strain simulation', 'strain simulation', 'silicon reaction with water', 'equilibrium structure', '6-31g basis set', 'basis set', 'net charge', 'crack-tip si atom', 'si atom', 'strain', 'steric hindrance', 'water molecule approach', 'moisture', 'crack-growth via chemical reaction', 'chemical reaction', 'silica']"
W2032297652,"['gas-phase reaction thermodynamics', 'thermodynamics', 'pyrolytic carbon', 'propylene pyrolysis', 'propylene', 'density functional theory', 'accurate model chemistry', 'geometries', 'vibrational frequencies', 'b3pw91/6-31gd', 'statistical thermodynamics', 'heat capacities', 'entropies', 'enthalpies of formation', 'formation', 'gibbs free energies of formation', 'temperatures', 'equilibrium concentration distribution', 'chemical equilibrium principle', 'direct condensation', 'high concentration carbon monomers', 'carbon monomers', 'dimmers', 'propylene pyrolysis dissociation reactions']"
W2032788843,"['initiation', 'propagation', 'transverse cracking', 'composite laminate', 'matrix cracking', 'loading direction', 'three-dimensional stress analysis', 'state space approach', 'stress analysis', 'stress field', 'energy release rate', 'crack behavior', 'non-symmetrical laminate', 'in-plane shearing']"
W2033276732,"['dislocation density', 'strength', 'rheoforged alloy', 'multi-directional forging', 'multi-directional', 'forcing', 'dislocation density evolution', 'strength evolution', 'non-dendritic alloy', 'shear lag model', 'nes model', 'nes', 'eutectic structure', 'particle aspect ratio', 'particle aspect ratio variation', 'shear punch test', 'punch test']"
W2034093161,"['cement size distribution', 'cement size', 'cement', 'capillary pore structure', 'simulated cement paste', 'cement paste', 'tricalcium silicate', 'calcium silicate', 'microstructure evolution', 'integrated particle kinetics model', 'particle kinetics model', 'hydration degree', 'contact surface', 'hydraulic radius', 'capillary pore size distribution', 'cement paste hydration', 'particle size distribution']"
W2034250088,"['strain hardening effect', 'in-plane shear', 'unidirectional composite material', 'unidirectional composite', 'micromechanical model', 'composite material', 'in-plane shear deformation', 'shear hardening effect', 'elastic model', 'elasticplastic model', 'large deformation kinematics', 'small deformation kinematics', 'fibres', 'transversely isotropic linear elastic', 'linear elastic', 'mohr-coulomb yield criterion', 'yield criterion', 'stress generation', 'fibre rotation', 'elasticplastic matrix material behavior', 'matrix material behavior']"
