id,concepts
W2010808707,"['inclusion volume fraction', 'toughness', 'steel', 'ductile fracture', 'fine-scale microstructure', 'microstructure', 'inclusion', 'spacing', 'void nucleation', 'nickel steel', 'mn2s', 'crack tip opening displacement', 'birkle', 'low alloy steel', 'particle size', 'rice and tracey equations', 'void growth', 'nucleation resistance']"
W2011421438,"['size effect', 'micro-forming', 'micro-scale', 'mechanical behavior', 'leveraging', 'micro-parts design', 'micro-parts fabrication', 'interfacial friction', 'surface deformation behavior', 'copper cylinder compression', 'copper cylinder', 'tooling-workpiece interface', 'lubricant pocket', 'lubricant', 'asperity size', 'asperity', 'lubricant efficiency', 'surface stress evolution', 'end surface area', 'grain size', 'grain boundary strengthening effect', 'material flow facilitation']"
W2012468761,"['dynamic response', 'aluminium containing trip steel', 'trip steel', 'automotive lightweight car body structure', 'lightweight car body structure', 'multiphase steel grade', 'multiphase steel', 'yield strength', 'tensile strength', 'ductility', 'energy release during crash', 'impact-dynamic material property', 'strain rate dependent mechanical property', 'strain rate', 'multiphase steel phase', 'split hopkinson tensile bar', 'split hopkinson', 'tensile bar', 'microstructural observation technique', 'microstructural observation', 'sem', 'xrd', 'deformation mechanism', 'large deformation', 'static case', 'ferrite phase', 'deformation in trip steel', 'bainite', 'high strength level', 'martensite/austenite constituent', 'strain hardening']"
W2012656514,"['mosi2-base composite', 'mosi2', 'composite', 'fabrication', 'structure', 'property', 'al2o3-reinforced composite', 'niobium-reinforced composite', 'powder injection molding', 'pim', 'aligned short fpal2o3 fiber', 'plasma spray', 'lamellar mosi2al2o3', 'niobium particle', 'hot isostatic pressing', 'hop', 'microstructural toughening', 'microscopic toughening', 'creep resistance']"
W2013178014,"['plastic deformation', 'nanocrystalline cu', 'nanocrystalline cu0.2 wt.% b', 'plastic deformation behavior', 'nanocrystalline copper', 'copper', 'trace boron', 'boron', 'mechanical property', 'hall-petch relationship', 'hall-petch', 'grain size', 'deformation behavior', 'nanocrystalline copper with boron', 'copper with boron', 'boron influence', 'grain growth', 'strain hardening', 'recovery', 'recrystallization']"
W2025313689,"['grain growth', 'particle pinning', 'model ni-based superalloy', 'ni-based superalloy', 'superalloy', 'annealing experiment', 'microstructural development', 'scanning electron microscopy', 'transmission electron microscopy', 'electron microscopy', 'coarse phase', 'inert precipitate', 'pinning effect', 'limiting grain size', 'solvus', 'carbide stability', 'yttrium oxide stability', 'carbide stability', 'oxide stability', 'coarsening', 'dissolution']"
W2025459829,"['microstructure', 'tensile strength', 'wear behaviour', 'alsc alloy', 'scandium addition', 'tensile behavior', 'wear behavior', 'wear', 'commercial pure al', 'pure al', 'sc addition', 'grain refinement', 'solidification', 'sem', 'tem', 'al3sc precipitates', 'uniform distribution', 'grain refinement', 'tibal master alloy', 'mechanical properties', 'wear resistance', 'homogenization', 'sc added alsc alloys']"
W2027131194,"['variant selection', 'sharp textured region', 'bimodal imi 834 billet', 'bimodal microstructure', 'macrozone', 'hcp symmetry', 'c axis', 'p grain', 'texture component', 'elastic anisotropy', 'elasticity']"
W2027623655,"['cyclic deformation response', 'cyclic deformation', 'micromechanisms', 'titanium alloy', 'ti alloy', 'bimodal structure', 'fatigue test', 'mechanical response', 'microstructure evolution', 'cyclic hardening behavior', 'cyclic softening behavior', 'elastic behavior', 'transmission electron microscopy', 'microstructure heterogeneity', 'macroscopic response', 'deformation activation', 'deformation participation', 'cyclic deformation', 'dislocation activity', 'multiple slip system', 'slip systems', 'annihilation of pre-existing dislocations', 'pre-existing dislocations']"
W2028660693,"['tensile deformation', 'tensile fracture', 'friction stir welding', 'aluminum alloy', 'aluminum', 'fsw', 'heat flow conduction path', 'microstructural development', 'plate', 'intrinsic microstructural feature', 'tensile property', 'fracture behavior', 'microscopic mechanism', 'unwelded counterpart', 'deformation characteristic', 'alloy microstructure', 'nature of loading']"
W2028799338,"['mechanical property', 'titanium nitride ceramic', 'titanium nitride', 'wear and corrosion resistances', 'wear resistance', 'corrosion resistance', 'watch case', 'table wear', 'coating technique', 'chemical vapor deposition process', 'physical deposition process', 'bulk tin', 'hot-press', 'dc pulsed directly heating tin powder', 'pulsed directly heating', 'direct heating', 'tin powder', 'scanning electron microscope', 'microstructure', 'acoustic spectro microscopy', 'acoustic microscopy', 'indentation fracture toughness', 'density by archimedes', 'archimedes']"
W2030475828,"['densification', 'crystallization', 'glass powder compact', 'constant heating rate sintering', 'heating microscopy', 'sintering', 'barium magnesium aluminosilicate', 'bama', 'crystallization process', 'densification process', 'heating rate', 'amorphous state', 'crystallization onset', 'densification termination', 'glass-ceramics', 'pressureless sintering']"
W2032862600,"['metallic fiber fabrication', 'continuous melt-extraction', 'melt-extraction', 'fine metallic fiber', 'magnetic property', 'mechanical property', 'amorphous alloy', 'crystalline alloy', 'ferrous-based alloy', 'soft magnetic property', 'yield strength']"
