id,concepts
W4319344581,"['extreme tension wave front profile', 'extreme tension', 'wave front profile', 'aluminum', 'molecular dynamics', 'simulation', 'tension conservation equation', 'mass conservation equation', 'momentum conservation equation', 'energy conservation equation', 'shockless ramp wave front formation', 'wave front formation', 'isentrope of aluminum', 'aluminum']"
W4319454195,"['magnetite immobilized metal nanoparticle', 'metal nanoparticle', 'immobilized metal nanoparticle', 'nanoparticle', 'pollutant treatment', 'pollutant removal', 'wastewater', 'population increase', 'industrial activity', 'harmful pollutant', 'pharmaceutical', 'nitroarenes', 'synthetic dyes', 'oil', 'heavy metal', 'conventional removal method', 'cost effective method', 'recyclable', 'optical absorption coefficient', 'catalytic capability', 'magnetite', 'surface functionalization', 'homogeneous catalysis', 'heterogeneous catalysis', 'catalysis', 'wastewater treatment', 'absorption capability', 'degradation capability', 'magnetic core synthesis', 'immobilization method', 'metal catalyst', 'wastewater treatment and removal', 'absorption and degradation', 'magnetic core', 'immobilization']"
W4320040128,"['monel alloy', 'monel', 'alloying with al and ti', 'strengthening mechanism', 'monel k500', 'high strength', 'corrosion resistance', 'ti c particles', 'precipitation strengthening effect', 'heat treatment', 'traditional heat treatment schedule', 'solution annealing', 'aging', 'microstructure', 'particle precipitation', 'grain growth', 'hardness', 'strength', 'hot rolled sample', 'solution annealing followed by aging', 'aging', 'dissolution of fine particles', 'ti c particles dissolution', 'strengthening mechanism calculation', 'solute atom concentration', 'dissolution of precipitates', 'ti- and al-rich precipitates', 'strengthening mechanism', 'monel k500 alloy', 'high strength', 'corrosion resistance']"
W4321377079,"['atomistic insight', 'three-dimensional twin embryo growth', 'three-dimensional growth', 'twin embryo growth', 'mg alloys', 'mg', 'mechanistic perspective', 'mechanical behavior', 'alloy design', 'deformation mechanism', 'molecular dynamic simulation', 'simulation', 'alloying element', 'solute composition', 'lattice constant', 'bulk modulus', 'cohesive energy', 'dark side', 'bright side', 'twin facet', 'migration', 'pinning effect', 'solute atom', ' acceleration', 'twvin embryo growth', 'tailoring twin structures', 'mechanical properties']"
W4321437793,"['critical thermal processing condition', 'thermal processing condition', 'thermal processing', 'grain size', 'microstructure', 'dental y-tzp', 'layering', 'glazing', 'grain size measurement', 'nanoscale powder', 'coprecipitation', 'aqueous solution', 'zirconyl nitrate', 'yttrium nitrate', 'precipitation', 'ammonium hydroxide', 'calcination', 'sintering', 'bisque-firing', 'planing', 'polishing', 'post-annealing', 'diffusion mechanism', 'high-solubility solute', 'dope system', 'oral cavity', 'light scattering', 'translucency', 'bulk density', 'stump shade masking', 'stump shade', 'tetragonal monoclinic phase transformation', 'phase transformation', 'aging']"
W4321491423,"['redox-responsive degradable microgel', 'degradable microgel', 'microgel', 'superparamagnetic nanoparticle', 'nanoparticle', 'controlled hyperthermia-enhanced drug release', 'hyperthermia-enhanced drug release', 'degradable microgel based on poly n-isopropylacrylamide', 'poly n-isopropylacrylamide', 'n-isopropylacrylamide', 'cross-linked nanoparticle', 'cross-linked', 'nanoparticle containing superparamagnetic iron oxide', 'iron oxide', 'superparamagnetic nanoparticle containing iron oxide', 'controlled drug release', 'drug carrier', 'semi-batch precipitation polymerization', 'precipitation polymerization', 'polymerization', 'temperature sensitivity', 'glutathione', 'ss-bond reductor', 'blood plasma', 'doxorubicin', 'anticancer drug', 'alternating magnetic field', 'field', 'cytotoxicity assay', 'mcf-7 cancer cell', 'cancer cell', 'mcf-10a healthy cell', 'healthy cell', 'cell viability assay', 'cell', 'polymer network', 'temperature increase', 'doxorubicin release', 'nanoparticle in polymer network', 'nipa', 'butyl acrylate', 'bisacryloylcystine', 'superparamagnetic iron oxide nanoparticles embedded in polymer network', 'pi', 'polymer', 'nanocomposite', 'cancer therapy', 'drug delivery', 'cellular therapy']"
W4322726632,"['titanium alloy', 'titanium', 'eutectoid-stabilizer', 'eutectoid', 'brittle intermetallic phase', 'intermetallic phase', 'powder metallurgy', 'ternary ti mn fe alloy', 'densification of ti', 'sintering', 'microstructural change', 'strengthening', 'yield strength', 'ultimate tensile strength', 'tensile strength', 'hardness', 'strain hardening mechanism']"
W4323034637,"['synbone cylinder', 'deer femur', 'ballistic fracture pattern', 'human long bone', 'gunshot injury', 'cranium', 'fracture pattern', 'gunshot fracture', 'forensic trauma interpretation', 'forensic trauma reconstruction', 'human specimen', 'polyurethane cylinder', 'synbone', 'femur', 'red deer', 'ballistic gelatin', 'projectile', 'full metal jacket', 'jacket', 'impact velocity', 'fracture pattern', 'entry fracture', 'exit fracture', 'cortical fracture', 'energy loss upon impact', 'surrogate model', 'animal model', 'polyurethane material', 'failure mechanism', 'real bone']"
W4323545316,"['cnc machined 420 stainless steel', '420 stainless steel', 'stainless steel', 'reinforced stainless steel', 'cu by hot pressing', 'multi-material structure', 'multi-material', 'engineering problem', 'multi-functional 420 stainless steel-copper structure', 'copper', 'heat-transfer enhancer', 'cooling channel', 'mechanical property', 'physical property', 'chemical property', 'microstructural property', 'mechanical property', 'thermal property', 'densification', 'microhardness', 'thermal conductivity']"
W4324130584,"['magnesium ion-conducting biodegradable methyl cellulose solid polymer electrolyte film', 'biodegradable methyl cellulose solid polymer electrolyte film', 'biodegradable solid polymer electrolyte', 'polymer electrolyte', 'methyl cellulose', 'solid polymer electrolyte film', 'energy storage device', 'storage device', 'energy', 'solid polymer electrolyte films', 'conventional solution casting technique', 'solution casting technique', 'structural analysis', 'electrolyte films', 'salt complexation', 'amorphous polymer matrix', 'thermal property', 'dsc', 'tga', 'impedance analysis', 'ionic conductivity', 'electrochemical stability window', 'open-circuit potential', 'discharge characteristic', 'solid polymer electrolyte films in storage devices', 'storage devices']"
