id,concepts
W2011435883,"['coating parameter optimization', 'duplex treated aisi 5140 steel', 'duplex treatment', 'tin coating', 'ion nitriding', 'physical vapor deposition', 'vd', 'discharge current', 'substrate bias', 'coating pressure', 'substrate type', 'wear rate', 'friction coefficient', 'coating hardness', 'goal optimization', 'trade-off', 'ion nitriding followed by pvd', 'ion nitriding followed by physical vapor deposition', 'pvd']"
W2011635129,"['screw dislocation', 'stacking fault', 'fcc metal', 'mechanical property', 'polycrystalline metal', 'lattice dislocation', 'planar defect', 'molecular dynamic simulation', 'molecular dynamic', 'simulation', 'impingement', 'screw dislocation on stacking fault', 'stacking fault', 'intrinsic stacking fault', 'extrinsic stacking fault', 'fcc metal', 'molecular dynamic simulation on stacking fault', 'molecular dynamic simulation', 'stacking fault', 'impingement of screw dislocation on stacking fault', 'molecular dynamic on stacking fault', 'impingement', 'screw dislocation', 'response of stacking fault', 'molecular dynamic on stacking fault', 'stacking fault', 'intrinsic stacking fault', 'extrinsic stacking fault', 'fcc metal', 'mechanical property', 'polycrystalline metal', 'lattice dislocation', 'planar defect', 'molecular dynamic simulation', 'molecular dynamic', 'simulation', 'impingement', 'screw dislocation on stacking fault', 'stacking fault', 'intrinsic stacking fault', 'extrinsic stacking fault', 'fcc metal', 'molecular dynamic simulation on stacking fault', 'molecular dynamic simulation', 'stacking fault', 'impingement of screw dislocation on stacking fault', 'molecular dynamic on stacking fault', 'impingement', 'screw dislocation', 'response of stacking fault', 'molecular dynamic on stacking fault', 'stacking fault', 'intrinsic stacking fault', 'extrinsic stacking fault', 'fcc metal', 'mechanical property', 'polycrystalline metal', 'lattice dislocation', 'planar defect', 'molecular dynamic simulation', 'molecular dynamic', 'simulation', 'impingement', 'screw dislocation on stacking fault', 'stacking fault', 'intrinsic stacking fault', 'extrinsic stacking fault', 'fcc metal', 'mechanical property', 'polycrystalline metal', 'lattice dislocation', 'planar defect', 'molecular dynamic simulation', 'mole"
W2011874064,"['change characteristics', 'static mechanical property parameter', 'dislocation structure', '45# medium carbon structural steel', 'structural steel', 'fatigue failure process', 'fatigue failure', 'macroscopic level', 'microscopic level', 'fatigue damage process', 'damage process', 'dislocation substructure', 'cycling', 'composite parameter', 'static toughness', 'dissipation of cyclic plastic strain energy']"
W2012022253,"['3d analysis', 'creep void', 'hydrogen reformer tube', 'hydrogen reformer', 'reformer tube', 'serial sectioning', '3d reconstruction', 'creep void size', 'creep void location', 'creep void distribution', 'precipitate', 'electron backscatter diffraction', 'diffraction', 'crystallographic influence', 'void distribution', 'oblong void', 'grain edge', 'grain corner', 'cr-rich m-6 precipitate', 'cr-rich m-6', 'm-6 precipitate', 'irrational crystallographic orientation relationship', 'irrational orientation relationship', 'austenite matrix', 'grain boundary precipitate']"
W2012096023,"['toughening', 'mosi2', 'particle', 'la2o3', 'mechanical alloying', 'molbdenum disilicide', 'fracture toughness', 'anstis mode', 'microstructural analysis', 'sem', 'x-ray', 'matrix toughening', 'la2o3 particle', 'fine-grain', 'microcracking', 'crack deflection', 'crack microbridging', 'crack bowing', 'branching']"
W2012430147,"['flow behavior', 'hot workability', 'superalloys', 'advanced processing maps', 'microstructure', 'flow behavior flow', 'hot isostatic pressed', 'hip', 'fine grained', 'microstructure flow', 'flow stress', 'hot temperature', 'workability', 'animation map', 'mountain formation', 'ridge formation', 'instability domain movement', 'motion vector', 'falling temperature', 'strain rate']"
W2012852378,"['mechanical property', '3d needled c/sc composite', '3d needled composite', 'needled composite', 'graphite filler', 'carbon/carbon preform', 'preform', 'one cycle precursor infiltration-pyrolysis', 'infiltration-pyrolysis', 'phenolic resin', 'graphite', 'carbon precursor', 'c/sic composite', 'silicon infiltration', 'flexural loading', 'pseudo-plastic fracture', 'plastic fracture', 'fiber elastic bridging', 'frictional pullout', 'crack deflection', 'pinning in matrix', 'flake graphite', 'carbon-rich interfacial layer', 'toughness', 'brittle matrix', 'graphite filler', 'carbon/carbon preform', 'one cycle precursor infiltration-pyrolysis', 'infiltration-pyrolysis', 'phenolic resin', 'graphite', 'carbon precursor', 'c/sic composite', 'silicon infiltration', 'flexural loading', 'pseudo-plastic fracture', 'plastic fracture', 'fiber elastic bridging', 'frictional pullout', 'crack deflection', 'pinning in matrix', 'flake graphite', 'carbon-rich interfacial layer', 'toughness', 'brittle matrix']"
W2013150213,"['finish rolling temperature', 'inverse fracture', 'drop weight tear test', 'drop-weight tear test', 'pipeline steel', 'api x80', 'abnormal fracture', 'fracture appearance', 'hammer', 'microstructure', 'dwttt absorbed energy', 'strain hardening', 'acicular ferrite', 'cleavage type fracture', 'fracture', 'strain hardening of hammer-impacted region']"
W2013301211,"['thermal-mechanical-microstructural coupling thermal-mechanical-microstructural finite element model', 'finite element model', 'hot strip continuous rolling process', 'rolling process', 'microstructural evolution', 'metal hot-forming process', 'hscr', 'non-linear rigid-viscoplastic finite element method', 'rigid-viscoplastic finite element method', 'finite element method', 'simulation', 'rolling force', 'temperature', 'microstructure']"
W2013704574,"['ferrite microstructure evolution', 'ferrite microstructure', 'large strain warm torsion testing', 'warm torsion testing', 'plain low carbon steel', 'carbon steel', 'electron back-scattering diffraction', 'diffraction', 'scanning electron microscope', 'microstructural analysis', 'flow stressstrain curve', 'dynamic softening', 'warm flow softening', 'grain size', 'misorientation angle', 'high-angle boundary', 'low-angle boundary', 'nucleation and growth of new grains', 'nucleation and growth', 'dynamic recrystallization', 'recrystallization', 'continuous dynamic recrystallization', 'cdrx']"
W2014092117,"['external applied stress', 'two-way shape memory effect', 'shape memory effect', 'shape memory alloy', 'training procedure', 'martensite variant', 'austenite', 'cooling', 'internal stresses', 'classification of training methods', 'analysis of internal stresses']"
W2014267758,"['microstructure evolution', 'thermal stability', 'almgmn alloy', 'elevated temperature', 'ecap', 'equal channel angular pressing', 'angular pressing', 'die', 'water quenching', 'air cooling', 'annealing experiment', 'grain size', 'dispersoid', 'static recovery', 'static recrystallization', 'strength', 'pinning effect', 'tensile test', 'decline']"
W2015210455,"['grain size', 'dynamic mechanical property', 'microalloyed steel', 'microalloyed', 'steel', 'flow stress model', 'flow stress', 'physically based flow stress model', 'muszka', 'hodgson', 'majta', 'ultra fine-grained structure', 'flow stress modeling', 'dynamic behavior', 'zerrili-armstrong model', 'simulation result', 'thermomechanical processing', 'quasi-static tension test', 'tension test', 'dynamic compression test', 'compression test', 'microstructure evolution', 'ferrite refinement']"
W2015792902,"['interaction mechanism', 'jet target interaction', 'penetration performance', 'shaped charge liner', 'liner', 'wscl', 'penetration property', 'steel target', 'w-c-u shaped charge liner', 'ultrahard phase', 'ballistic perforation', 'jet penetration', 'density', 'velocity', 'intermetallic', 'lubrication', 'jet interface', 'penetration performance prediction']"
W2015994835,"['low temperature mechanical property', 'mechanical property', 'fe28mn5al1c alloy', 'alloy', 'high strength', 'good ductility', 'high impact toughness', 'impact toughness', 'yield stress', 'ultimate tensile strength', 'total elongation', 'charpy v-notch impact energy', 'charpy v-notch', 'impact energy', 'aging', 'intergranular fracture surface']"
W2016186915,"['powder processing', 'coefficient of thermal expansion', 'mosi2si3n4 composite', 'mosi2', 'si3n4', 'thermal expansion', 'powder processing effect', 'moSi2 grain size', 'si3n4 particle size', 'particle size', 'mohs scale', 'kerner model', 'microcrack', 'moSi2/si3n4 interface']"
W2016428953,"['phase transformation', 'long-term ageing', 'nifecr alloy', 'temperature range', 'ternary nicrfe system', 'microstructural observation', 'electrical resistivity measurement', 'phase transformation', 'short-range order', 'long-range order', 'nir', 'preecipitation', 'embrittling b.c.c. -cr phase', 'b.c.c. -cr phase', 'tetragonal -fecr phase', 'degree of order', 'ordering rate', 'temperature', 'grain boundary precipitate']"
W2016682724,"['high-current implanter', 'implanter', 'surface modification', 'materials', 'danish tribology center', 'tribology', 'implanter dedicated surface modification', 'multipole reflex-discharge ion source', 'reflex-discharge ion source', 'ion source', 'mass analysed beam', 'beam', 'multipole', 'reflex-discharge', 'ion beam focusing system', 'focusing system', 'two-dimensional magnetic beam scanning', 'magnetic beam scanning', 'beam scanning', 'implantation area', 'water-cooled sample manipulator', 'sample manipulator', 'linear movement', 'rotational movement', 'continuous monitoring', 'sample temperature', 'interlocks', 'overheating', 'implantation']"
W2017025101,"['cyclic deformation behavior', 'double-slip-oriented copper single crystal', 'copper single crystal', 'single crystal', 'coplanar double slip orientation', 'double slip orientation', 'stereographic triangle', 'plastic shear strain amplitude', 'plastic strain amplitude', 'initial hardening rate', 'theta0.2', 'cyclic stress-strain css curve', 'plateau', 'deformation band', 'crystallographic geometry']"
W2017053475,"['numerical prediction', 'austenite grain size', 'bar rolling process', 'hot compression test', 'microstructure evolution model', 'evolution model', 'static srx recrystallization', 'static srx', 'metadynamic mdrx recrystallization', 'metadynamic mdrx', 'recrystallization', 'finit element program', 'simulation', 'hot bar rolling', 'aisi 4135', 'strain rate', 'grain growth', 'finite element program', 'torsion test', 'critical strain', 'recrystallization behavior', 'microstructure evolution', 'hot bar rolling']"
W2018025360,"['cu15p master alloy', 'master alloy', 'microstructure', 'tensile properties', 'hot-extrusion', 'in-situ metal matrix composite', 'in-situ composite', 'metal matrix composite', 'mcc', 'p addition', 'morphology of primary mg2si', 'primary mg2si', 'particle size', 'extrusion process', 'intermetallic phases', 'tensile testing', 'brittle fracture', 'ductile fracture', 'changes in intermetallics', 'changes in pore size', 'hot-extrusion', 'in-situ metal matrix composite']"
W2018102765,"['heat treatment', 'hot deformation', 'secondary phase evolution', 'tc8 titanium alloy', 'titanium alloy', 'optical microscope', 'scanning electron microscope', 'microstructure', 'heat treatment heat', 'isothermal compression', 'secondary phase precipitation', 'occasional morphology', 'dislocation content', 'deformation temperature', 'height reduction', 'phase evolution', 'deformation heat', 'crystal defect', 'dynamic recrystallization']"
W2018352039,"['heat-treatment on-line process temperature', 'on-line process temperature', 'microstructure', 'tensile property', 'low carbon nb-microalloyed steel', 'nb-microalloyed steel', 'microalloyed steel', 'thermomechanical control process', 'tmcp', 'tensile property evaluation', 'non-equiaxed ferrite grain', 'ferrite grain', 'martensite/austenite constituent', 'martensite/austenite', 'niobium precipitate particle refinement', 'precipitate particle refinement', 'precipitation', 'yield strength enhancement', 'yield strength', 'precipitation strengthening part', 'orowan-ashby equation', 'orowan-ashby', 'yield ratio', 'on-line process']"
W2018928930,"['multi-scale simulation', 'tensile properties', 'fiber-reinforced silica aerogel composite', 'silica aerogel', 'aerogel', 'fiber reinforcement', 'simulation', 'microstructure', 'aerogel model', 'nanometer scale', 'composite model', 'micrometer scale', 'diffusion-limited cluster aggregation algorithm', 'dlca', 'cluster structure', 'silica aerogel', 'continuum damage constitutive model', 'damage constitutive model', 'aerogel matrix', 'discrete element method', 'embedded element technique', 'finite element', 'tensile behavior', 'fiber-reinforcement', 'particle size', 'youngs modulus', 'tensile strength', 'fiber volume fraction', 'fiber length', 'fiber curvature', 'aerogel composite', 'simulation']"
W2019286437,"['microstructural change', '5% cr steel', 'steel weld metal', 'steel weld', 'tempering', 'ultra-low carbon steel', 'carbon steel', 'weld metal', 'optical microscopy', 'analytical electron microscopy', 'electron microscopy', 'martensite', 'recrystallization', 'coarse polygonal ferrite', 'cementite', 'bainite', 'preequilibrium ferrite', 'process development', 'microstructural change in steel weld metal']"
W2019710420,"['microstructure', 'deformation mechanism', '0001 magnesium single crystal', '0001 magnesium', 'single crystal', 'quasistatic compressive loading', 'high-strain-rate compressive loading', 'compressive loading', 'strain rate', 'microstructural characterization', 'dynamic loading', 'maximum strength', 'strain hardening rate', 'deformation mechanism', 'prismatic dislocation operation', 'prismatic dislocation', 'secondary pyramidal dislocation operation', 'secondary pyramidal dislocation', 'tension twinning', 'tensioncompression double twinning', 'tensioncompression', 'grain refinement', 'twinning operation']"
W2019791993,"['texture evolution', 'continuous annealing', 'annealing', 'cold rolled dual-phase steel', 'dual-phase steel', 'microstructure', 'thermomechanical processing condition', 'hot rolling', 'cold rolling', 'continuous annealing', 'cold rolling dual-phase steel', 'dual-phase steel performance', 'intercritical annealing parameter', 'heating rate', 'soaking temperature', 'cooling rate', 'ferrite recrystallization', 'recrystallization', '332 fiber texture', '332 fiber', '112 111 texture component', '112 111', 'slow cooling', 'textural evolution', 'carbide morphology', 'carbide', 'volume fraction']"
W2019950505,"['ultra-fine metallic powder', 'metallic powder', 'structural transformation', 'sintering behavior', 'levitation melting', 'cryogenic liquid', 'argon', 'nitrogen', 'particle size', 'austenite-martensite transformation', 'austenite-martensite', 'martensite', 'austenite', 'calefaction layer', 'plastic accomodation', 'dilatometric study', 'shrinkage']"
W2020153526,"['thermodynamics of martensite nucleation', 'martensite nucleation', 'nucleation barrier', 'nucleation', 'martensite phase', 'macroscopic approach', 'heterophase system', 'free energy', 'elastically stressed equilibrium phase', 'equilibrium phase', 'interfaces', 'nucleation of single-domain single-crystal martensite', 'single-domain single-crystal martensite', 'nucleation of multiple-domain twinned martensite', 'multiple-domain twinned martensite', 'nucleation barrier']"
W2020258229,"['microstructural development', 'mechanical properties', 'iron based cermet', 'pressureless sintering', 'spark plasma sintering', 'sintering', 'iron-based cermet', 'metal-ceramic composite', 'properties', 'alloying element', 'hard phase', 'titanium carbonitride particle', 'titanium carbonitride', 'carbon content', 'sinterability', 'microstructure', 'hardness', 'conventional pressureless sintering', 'pressureless sintering', 'spark plasma sintering', 'spa', 'density', 'hardness measurement', 'x-ray diffraction', 'xrd', 'scanning electron microscopy', 'microscope', 'thermocalc software', 'equilibrium phase diagram', 'phase diagram']"
W2021048876,"['crack initiation mechanism', 'low cycle fatigue', 'fatigue', 'aluminium alloy', 'aluminium', 'reversed strain-controlled push-pull test', 'push-pull test', 'polycrystalline specimen', 'micromechanism', 'cyclic plastic deformation', 'plastic deformation', 'crack initiation', 'gold-plated replica', 'scanning electron microscopy', 'microcrack growth', 'crack initiation life', 'ni', 'fraction', 'strain amplitude', 'transmission electron microscopy', 'dislocation substructure', 'cycling', 'dissolution', 'precipitation', 'precipitation morphology', 'plastic strain', 'crack initiation site']"
W2021144955,"['equivalent twinning criteria', 'fcc alloy', 'uniaxial tension', 'tension', 'deformation twinning', 'deformation mechanism', 'plastic deformation', 'strain hardening rate', 'low stacking fault energy', 'stacking fault energy', 'critical dislocation density', 'tensile test', 'stainless steel', 'brass', 'slip', 'deformation mode', 'room temperature', 'microstructure study', 'strain hardening rate behavior']"
W2021440545,"['hardening', 'strain rate sensitivity', 'deformation stage', 'deformation', 'f.c.c. metal', 'b.c.c. metal', 'low deformation temperature', 'high deformation temperature', 'thermal activation analysis', 'strain rate sensitivity', 'thermal obstacle density', 'cell wall', 'cell interior', 'hardening mechanism', 'softening mechanism']"
W2023141805,"['glass forming ability', 'reliability in fracture stress', 'fracture stress', 'bulk metallic glasses', 'metallic glasses', 'mgcuynidy bulk metallic glass', 'copper mold casting', 'differential scanning calorimeter', 'calorimeter', 'compression tester', 'thermal stability', 'mechanical property', 'copper substitution', 'yttrium substitution', 'amorphous rod', 'melting temperature', 'melting temperature interval', 'supercooled liquid region', 'glass forming ability', 'experiential parameter', 'calculated fracture stress', 'experimental fracture stress', 'stress estimation']"
W2023155088,"['modelling recrystallisation', 'recrystallisation', 'mechanically alloyed material', 'mechanically alloyed', 'ultra-fine-grained mechanically alloyed metal', 'ultra-fine-grained', 'grain structure', 'dissolution', 'dispersoid coarsening', 'coarsening', 'grain growth', 'grain size', 'micrometre', 'fine grain structure', 'grain-boundary junction', 'junction', 'pinning point', 'nucleation', 'oxide dispersion strengthened metal', 'oxide dispersion strengthening']"
W2023716677,"['tensile creep', 'superplastic tetragonal zirconia', 'tetragonal zirconia', 'zirconia', 'sio2 addition', 'grain size', 'tetragonal zirconia 3yt-tzp', 'grain size 0.27 m', 'constant stress tensile creep behavior', 'tensile creep behavior', 'stress exponent', 'apparent activation energy', 'stress', 'strain rate', 'grain boundary microstructure', 'microstructure']"
W2024139992,"['initial texture', 'texture evolution', 'mg alloy', 'hot rolling', 'twining', 'slip', 'x-ray analysis', 'ebsd analysis', 'x-ray', 'ebsd', 'basal texture type', 'deformation amount', 'lattice reorientation', 'tension twinning', 'deformation behavior', 'incipient stage', 'off-basal texture', 'texture simulation', 'grain interaction taylor model', 'taylor model', 'slip systems', 'shear bands']"
W2024276964,"['processing', 'interfacial bonding strength', '2014 al matrix composite', 'matrix composite', 'oxidized sc particle', 'osc particle', 'interfacial bonding', 'bonding strength', '2014 al reinforcement', 'reinforcement', 'sic powder', 'sic', 'protective layer', 'al matrix', 'al', 'vacuum hot pressing', 'hot pressing', 'extrusion', 'chemical reaction', 'mg spinel', 'mg', 'al2o4', 'push-out test', 'push-out', 'sic rod', 'sio2 oxidation layer']"
W2024867414,"['fracture', 'nickeltitanium superelastic alloy', 'sodium hypochlorite solution', 'sodium hypochlorite', 'endodontic instrument', 'endodontic', 'files', 'tensile-loading test', 'sustained tensile-loading test', 'tensile-loading', 'martensite transformation', 'martensite', 'fracture surface', 'scanning electron microscope', 'electron microscope', 'corrosion', 'clinical use', 'files fracture']"
W2024870567,"['mechanical property', 'strain-hardening behavior', 'mg alloy', 'az31bh24 thin sheet', 'thin sheet', 'strain-hardening behavior', 'kocks-mecking phenomenological approach', 'kocks-mecking', 'dynamic recrystallization', 'elevated temperature', 'forest hardening mechanism', 'face-centered cubic metals', 'face-centered', 'cubic metals', 'strain-hardening', 'dynamic recovery', 'recrystallization', 'softening effect', 'onset of dynamic recovery', 'dynamic recovery', 'drx']"
