id,concepts
W220214943,"['texture evaluation', 'microstructure evaluation', 'steel api 5l x70', 'thermomechanical cycle', 'microstructure', 'crystallographic texture', 'x-ray diffraction', 'xrd', 'scanning electron microscope', 'sem', 'electron backscattered diffraction', 'ebsd', 'hot rolling', 'annealing', 'water quenching', 'quench tempering', 'microstructure change', 'crystallographic texture change', 'banded ferrite-pearlite microstructure', 'acicular ferrite', 'quasi-polygonal ferrite', 'granular bainite', 'martensite', 'retained austenite', 'heat treatment', 'crystallographic texture variation', 'roll surface plane', 'shear deformation', 'zero value']"
W2209970359,"['nano-oxide coarsening kinetic', 'nano-oxide', 'coarsening kinetic', 'nanostructured ferritic alloy', 'ferritic alloy', 'nanostructure', 'dispersion strengthening', 'improved neutron irradiation damage tolerance', 'irradiation damage tolerance', 'nano-oxide precipitate', 'ultrahigh density', 'nano-oxide coarsening', 'coarsening', 'thermal aging', 'least square fit', 'dislocation pipe diffusion', 'diffusion', 'dislocation-detachment climb', 'climb', 'microstructural observation', 'thermo-kinetic nano-oxide nucleation', 'nucleation', 'nano-oxide growth', 'growth', 'coarsening simulation', 'simulation', 'matrix solubility', 'diffusion rate', 'y in equilibrium with y2ti2o7', 'y in equilibrium', 'coarsening resistance', 'low resistant path', 'dislocation', 'nanostructured ferritic alloy ma957', 'ma957']"
W2210392468,"['mechanical property', 'fracture behavior', 'az91c/sio2 composite', 'friction stir processing', 'fsp', 'sio2 nano powder', 'microstructure reforming', 'base metal', 'nanocomposite', 'mechanical property optimization', 'fracture mechanism investigation', 'particle distribution state', 'stir zone', 'fracture behavior deterioration']"
W2213990009,"['grain refinement method', 'magnesium alloy', 'high speed extrusion machining', 'extrusion machining', 'severe plastic deformation technique', 'plastic deformation', 'spd', 'chip thickness ratio', 'microstructure of the chip', 'spd method', 'mechanical property', 'electron backscatter diffraction', 'diffraction', 'dynamic recrystallization', 'drx', 'recrystallization', 'electron backscatter', 'backscatter', 'theory', 'mechanical property prediction']"
W2226017564,"['tungsten content', 'microstructure', 'tensile properties', 'nixw6cr alloy', 'nixw6cr', 'tensile property', 'chinese academy of sciences', 'strategic priority research program']"
W2255252177,"['microstructural evolution', 'mechanical properties', 'nickel-based superalloy', 'superalloy', 'long-term service', 'service time', 'power plant', 'ultra supercritical unit', 'supercritical unit', 'strength', 'elongation', 'impact toughness', 'power plant bolts', 'bolt', 'alloy matrix coarsening', 'phase coarsening', 'enhancement in strength', 'additional precipitated', 'precipitated', 'grain-boundary phase', 'ductility', 'evolution tendency', 'bolt material']"
W2262535653,"['ductile fracture property', 'ductile fracture', 'boron steel', 'quench-hardenable boron steel', 'microstructure', 'processing condition', 'hot stamping technology', 'automotive structure', 'intrusion protection', 'energy absorption', 'dual phase microstructure', 'triple phase grade', 'thermal treatment', 'flow curve', 'necking', 'equivalent plastic strain', 'tensile testing', 'mean-field homogenization', 'local fracture criterion', 'inter-phase fracture mechanism', 'intra-phase fracture mechanism', 'fracture criterion']"
W2264915766,"['surface grinding', 'chloride induced scc', 'scc', '304l austenitic stainless steel', '304l', 'stress corrosion cracking', 'magnesium chloride', 'boiling magnesium chloride', 'bending load', 'residual stress', 'x-ray diffraction', 'x-ray', 'diffraction', 'surface stress measurement', 'applied load', 'micro-crack', 'tensile residual stress', 'surface layer', 'chloride induced scc resistance', 'scc resistance']"
W2272272574,"['intercritical deformation', 'microstructure', 'mechanical properties', 'low-silicon aluminum-added hot-rolled directly quenched and partitioned steel', 'hot-rolled', 'direct quenching and partitioning', 'partitioning', 'ferrite introduction', 'steel', 'microstructure evolution', 'mechanical properties', 'austenite stabilization', 'trip effect', 'aluminum', 'grain size distribution', 'residual strain state', 'austenite fraction', 'carbon partitioning', 'deformed ferrite', 'recrystallization', 'carbon enrichment', 'bainite transformation', 'work hardening', 'formability', 'tensile strength', 'yield ratio', 'total elongation']"
W2272401990,"['fiber directionality', 'static mechanical property', 'dynamic mechanical property', '3d sicf/sic composite', '3d sicf/sic', 'braided sicf/sic composite', 'braided sicf/sic', 'polymer infiltration and pyrolysis', 'pip', 'x-ray diffraction', 'x-ray', 'polycarbosilane', 'crystalline sics', 'weibull statistical analysis', 'weibull', 'scale parameter', 'weibull modulus', 'toughness', 'catastrophic brittle fracture', 'crack energy dissipating mechanism', 'crack deflection', 'interface debonding', 'fiber pull-out', 'internal friction', 'storage modulus', 'cross angle', 'fiber placement in preform', 'pre-crack propagation', 'static mechanical property', 'failure behavior', 'dynamic mechanical property']"
W2294842355,"['microstructural evolution', 'shear location', 'aisi 52100', 'high strain rate loading', 'strain rate loading', 'adiabatic shear band', 'scanning electron microscopy', 'transmission electron microscopy', 'electron microscopy', 'microstructure evolution', 'shear band formation', 'dynamic loading', 'strain hardening effect', 'dynamic recrystallization', 'thermal softening effect', 'shear deformation', 'dynamic recovery', 'co-action', 'subgrain', 'equiaxed grain', 'grain refinement', 'partitioning', 'dislocation cluster', 'cementite dissolution', 'cementite', 'large plastic deformation', 'dynamic recrystallization']"
W2330744714,"['strain hardening', 'strain recovery', 'recrystallization', 'grain growth', 'forming process', 'nickel base alloy', 'spherical grain', 'radii', 'chaboche-type evolution equation', 'chaboche', 'dynamic recovery', 'static recovery', 'grain boundary energy', 'stored energy', 'zener pinning force', 'new grain development', 'recrystallization', 'grain growth law', 'thermodynamic/kinetic evolution equation', 'integration', 'stress-strain curve', 'recrystallized volume fraction', 'grain size distribution']"
W2332418799,"['low cycle fatigue behavior', 'fatigue behavior', 'carbide-free bainitic steel', 'carbide-free steel', 'bainitic steel', 'morphologies of bainite', 'isothermal quenching', 'isothermal', 'quenching', 'cyclic deformation mechanism', 'low cycle fatigue testing', 'cyclic deformation', 'retained austenite', 'x-ray diffraction', 'x-ray', 'diffraction', 'three-dimensional atom probe', 'three-dimensional', 'atom probe', 'cyclic softening', 'plastic strain', 'strain-induced retained austenite to martensite', 'strain-induced', 'retained austenite to martensite', 'martensite', 'fatigue crack propagation', 'fatigue crack', 'cylc propagation', 'cylc', 'ferrite sheaves', 'ferrite', 'fatigue property', 'substitutional atoms', 'substitutional atom', 'redistribution', 'redistribution of substitutional atoms', 'redistribution of substitutional atom']"
W2334537721,"['dynamic mechanical property', 'deformation mechanism', 'as-extruded mgsnc alloy', 'as-extruded alloy', 'tension', 'deformation mechanism of magnesium alloys', 'magnesium alloys', 'dynamic condition', 'tx21 alloy', 'ultimate tensile strength', 'tensile strength', 'elongation', 'strain rate', 'twinning', 'dislocation activity', 'pyramidal dislocation', 'strain hardening ability', 'positive strain-rate sensitivity', 'strain-rate sensitivity', 'grain size', 'solute atom', 'impact condition']"
W2343057372,"['residual stress state', 'induction hardened steel bar', 'induction hardening', 'steel bar', 'synchrotron-diffraction', 'neutron-diffraction', 'lab-xrd', 'heat treatment method', 'mechanical property', 'fe-simulation', 'tensile stress peak', 'tensile stress', 'transition zone', 'hardened zone', 'core material', 'microstructure', 'hardness', 'hardening depth', 'residual stresses', 'diffraction', 'strain measurement', 'synchrotron-neutron diffraction', 'neutron diffraction', 'lab-xrd measurement', 'xrd']"
W2345134863,"['fabrication', 'wcp/nibisili metal matrix composite', 'metal matrix composite', 'electron beam melting', 'blend of nibisisi and wc powders', 'nibisisi', 'wc powders', 'raw material', 'densely crack-free microstructure', 'mechanical property', 'macro-hardness', 'micro-hardness', 'flexural strength', 'impact toughness', 'compressive strength']"
W2461460101,"['evolutionary anisotropy', 'flow stress', 'high strength steel', 'advanced high strength steel', 'steel', 'chaboche kinematic hardening', 'yoshida-uemori', 'homogenous anisotropic hardening', 'haah', 'distortional hardening', 'continuous compression-tension test', 'compression-tension test', 'dual-phase steel sheet', 'transformation-induced plasticity steel sheet', 'trip steel sheet', 'uniaxial tension test', 'biaxial test', 'finite element software', 'abaqus', 'finite element', 'user material subroutine', 'anisotropic hardening', 'bauschinger effect', 'transient hardening', 'long-range softening', 'work-hardening stagnation', 'work hardening', 'stress-strain curve', 'stress-strain', 'evolutionary r-value', 'yield locus', 'distortion', 'steel yielding']"
W2466467696,"['fatigue crack growth', 'plasma nitrided steel', 'nitrided steel', 'aisi 4140 low-alloy steel', 'low-alloy steel', 'compact tension specimen', 'compact tension', 'ct specimen', 'plasma nitriding', 'nitriding', 'gas mixture', 'n2-h2 gas mixture', 'fatigue crack growth analysis', 'fatigue', 'crack growth', 'digital image monitoring system', 'image monitoring system', 'structural property', 'mechanical property', 'xrd', 'sem', 'optical microscopy', '3d profilometer', 'microhardness tester', 'surface hardness', 'layer thickness', 'surface residual stress', 'residual stress', 'compressive residual stress', 'residual stress', 'nitride layer', 'fcg life', 'embrittlement', 'cracking tendency', 'compound layer', 'braunite layer']"
W2480206692,"['static recrystallization', 'texture weakening', 'az31 magnesium alloy', 'magnesium alloy', 'high speed rolling', 'low speed rolling', 'rolling', 'as-rolled microstructure', 'heavily twinned and shear banded microstructure', 'annealing', 'static recrystallization on twins and shear bands', 'texture weakening', 'ductility', 'basal texture', 'contraction twins', 'slips', 'nucleation on twins and shear bands', 'nucleation', 'growth of non-basal grains', 'thermal activation', 'random nucleation site', 'preferential grain growth', 'non-basal oriented grain']"
W2487020801,"['microstructure quantification', 'microstructure', 'ultrafine grained pure copper', 'pure copper', 'simple shear extrusion technique', 'extrusion', 'die', 'electron back-scattering diffraction', 'diffraction', 'microstructure evolution', 'grain refinement', 'hardness', 'micro-shear band', 'micro-shear', 'coincidence site lattice boundary', 'coincidence site lattice', 'csl', 'cycling behavior', 'equal channel angular pressing']"
W2499661125,"['creep cavity growth model', 'creep', 'austenitic stainless steel', 'stainless steel', 'diffusion controlled cavity growth model', 'cavity growth model', 'diffusion', 'creep rate', 'stress', 'cavity', 'expanding cavity', 'creeping material', 'fem study', 'fem', 'cavity nucleation model', 'cavity nucleation']"
W2507808715,"['mechanical property', 'fracture mechanism', 'ultrafine grained cu-9.6% zn alloy', 'ultrafine grained alloy', 'multiaxial cryoforging', 'cryoforging', 'stacking fault energy', 'low stacking fault energy', 'forging', 'homogenized annealing', 'annealing', 'cryogenic temperature', 'brass', 'yield strength', 'ductility', 'work hardening', 'short-annealing', 'tensile fracture criterion', 'tensile fracture', 'fracture criterion', 'necking angle', 'geometrical hardening effect', 'stress state', 'tensile shear fracture angle', 'grain size refinement', 'hardness', 'dimple size', 'cumulative strain']"
W2511080750,"['anomalous stabilization', 'austenitic stainless steel', 'stainless steel', 'cryogenic temperature', 'deformation-induced formation', 'deformation', 'martensite', 'tensile testing', 'fe-19cr-3mn-4ni-0.15c-0.17n cast austenitic steel', 'spontaneous martensite formation', 'martensite formation', 'critical driving force', 'deformation-induced martensite formation', 'deformation-induced', 'martensite formation', 'tensile test temperature', 'magnetic measurement', 'onset of transformation', 'mechanical energy', 'stable austenite', 'neel temperature']"
W2512483083,"['mechanical behavior', 'mg/al composite rod', 'soft mg sleeve', 'ultra hard al core', 'microstructure', 'mechanical property', 'extrusion', 'monolithic mg billet', 'co-extrusion', 'extrusion texture', 'grain refinement', 'tensile yield strength', 'compressive yield strength', 'tension-compression yield asymmetry', 'yield asymmetry', 'hard al core', 'grain refinement in mg sleeve', 'twinned mg', '10 1 2 twinning activity']"
W2515545849,"['time-of-flight secondary ion mass spectrometry', 'secondary ion mass spectrometry', 'mass spectrometry', 'imaging', 'deuterium assisted cracking', '2205 duplex stainless steel micro-structure', 'duplex stainless steel', 'micro-structure', 'deuterium', 'electrochemical charging', 'deuterium tracer', 'sub-surface micro blister', 'micro blister', 'ferrite-austenite interface', 'sub-surface micro blister formation', 'micro blister formation', 'needle shaped plate', 'cracking', 'ferrite surface', 'austenite phase', 'parallel cracking', 'twins', 'hexagonal close packed martensitic regions', 'martensitic regions', 'cracking identification', 'chemometric imaging', 'structural analysis', 'hydrogen assisted degradation', 'degradation', 'sub-micron lateral resolution']"
